CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Blood Sugar Controlled,C11: Controlling High Blood Pressure,C12: Reducing the Risk of Falling,C13: Improving Bladder Control,C14: Medication Reconciliation Post-Discharge,C15: Plan All-Cause Readmissions,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Transitions of Care,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,C19: Getting Needed Care,C20: Getting Appointments and Care Quickly,C21: Customer Service,C22: Rating of Health Care Quality,C23: Rating of Health Plan,C24: Care Coordination,C25: Complaints about the Health Plan,C26: Members Choosing to Leave the Plan,C27: Health Plan Quality Improvement,C28: Plan Makes Timely Decisions about Appeals,C29: Reviewing Appeals Decisions,C30: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD),Unnamed: 47,C01: Breast Cancer Screening_flag,C02: Colorectal Cancer Screening_flag,C03: Annual Flu Vaccine_flag,C04: Monitoring Physical Activity_flag,C05: Special Needs Plan (SNP) Care Management_flag,C06: Care for Older Adults – Medication Review_flag,C07: Care for Older Adults – Pain Assessment_flag,C08: Osteoporosis Management in Women who had a Fracture_flag,C09: Diabetes Care – Eye Exam_flag,C10: Diabetes Care – Blood Sugar Controlled_flag,C11: Controlling High Blood Pressure_flag,C12: Reducing the Risk of Falling_flag,C13: Improving Bladder Control_flag,C14: Medication Reconciliation Post-Discharge_flag,C15: Plan All-Cause Readmissions_flag,C16: Statin Therapy for Patients with Cardiovascular Disease_flag,C17: Transitions of Care_flag,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions_flag,C19: Getting Needed Care_flag,C20: Getting Appointments and Care Quickly_flag,C21: Customer Service_flag,C22: Rating of Health Care Quality_flag,C23: Rating of Health Plan_flag,C24: Care Coordination_flag,C25: Complaints about the Health Plan_flag,C26: Members Choosing to Leave the Plan_flag,C27: Health Plan Quality Improvement_flag,C28: Plan Makes Timely Decisions about Appeals_flag,C29: Reviewing Appeals Decisions_flag,C30: Call Center – Foreign Language Interpreter and TTY Availability_flag,D01: Call Center – Foreign Language Interpreter and TTY Availability_flag,D02: Complaints about the Drug Plan_flag,D03: Members Choosing to Leave the Plan_flag,D04: Drug Plan Quality Improvement_flag,D05: Rating of Drug Plan_flag,D06: Getting Needed Prescription Drugs_flag,D07: MPF Price Accuracy_flag,D08: Medication Adherence for Diabetes Medications_flag,D09: Medication Adherence for Hypertension (RAS antagonists)_flag,D10: Medication Adherence for Cholesterol (Statins)_flag,D11: MTM Program Completion Rate for CMR_flag,D12: Statin Use in Persons with Diabetes (SUPD)_flag,data_completeness_score,has_meaningful_data,overall_score
H5528 ,Local CCP ,"EMBLEMHEALTH PLAN, INC. ",EmblemHealth ,"EmblemHealth, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H5533 ,Local CCP ,"UPMC HEALTH NETWORK, INC. ",UPMC for Life ,UPMC Health System ,80.0,80.0,70.0,49.0,,,,46.0,82.0,89.0,81.0,52.0,51.0,86.0,10.0,87.0,76.0,61.0,82.0,88.0,93.0,88.0,89.0,88.0,0.09,5.0,,99.0,96.0,84.0,86.0,0.09,5.0,,88.0,91.0,99.0,88.0,92.0,92.0,86.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.89675675675676
H5549 ,Local CCP ,VNS CHOICE ,VNS Health Medicare ,Visiting Nurse Service of New York ,84.0,81.0,77.0,55.0,89.0,100.0,98.0,,82.0,86.0,84.0,85.0,53.0,95.0,9.0,90.0,68.0,84.0,78.0,83.0,87.0,84.0,84.0,83.0,0.51,24.0,,99.0,94.0,100.0,100.0,0.51,24.0,,85.0,87.0,97.0,93.0,94.0,93.0,81.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,76.46205128205128
H5577 ,Local CCP ,"MCS ADVANTAGE, INC. ",MCS Classicare ,"MHH Healthcare, L.P. ",87.0,87.0,61.0,62.0,88.0,99.0,99.0,86.0,89.0,91.0,94.0,65.0,50.0,88.0,11.0,91.0,78.0,56.0,78.0,83.0,91.0,90.0,94.0,87.0,0.08,10.0,,100.0,100.0,97.0,100.0,0.08,10.0,,92.0,90.0,99.0,88.0,91.0,86.0,97.0,93.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,76.454
H5580 ,Local CCP ,MERCY CARE ,Mercy Care Advantage ,Mercy Care ,62.0,67.0,67.0,52.0,59.0,92.0,93.0,22.0,75.0,81.0,78.0,70.0,51.0,62.0,15.0,81.0,45.0,68.0,77.0,81.0,88.0,84.0,87.0,83.0,0.15,13.0,,100.0,95.0,95.0,94.0,0.15,13.0,,86.0,87.0,87.0,83.0,83.0,82.0,64.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,67.6825
H5587 ,Local CCP ,"HEALTH CHOICE ARIZONA, INC. ",BCBSAZ Health Choice ,Blue Cross Blue Shield of Arizona ,58.0,59.0,46.0,39.0,84.0,91.0,96.0,53.0,75.0,83.0,82.0,49.0,34.0,98.0,11.0,89.0,89.0,55.0,77.0,77.0,90.0,84.0,87.0,82.0,0.14,16.0,,91.0,87.0,36.0,63.0,0.14,16.0,,87.0,87.0,99.0,93.0,94.0,95.0,95.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,68.407
H5590 ,Local CCP ,"Bridgeway Health Solutions of Arizona, Inc. ",Wellcare by Allwell ,Centene Corporation ,69.0,67.0,61.0,47.0,72.0,95.0,89.0,64.0,75.0,83.0,76.0,52.0,,75.0,13.0,79.0,50.0,61.0,76.0,81.0,87.0,85.0,86.0,,0.29,21.0,,100.0,100.0,98.0,100.0,0.29,21.0,,87.0,86.0,97.0,89.0,89.0,88.0,88.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9047619047619048,True,70.91
H5591 ,Local CCP ,"MARTIN'S POINT GENERATIONS ADVANTAGE, INC. ",Martin's Point Generations Advantage ,"Martin's Point Health Care, Inc. ",83.0,82.0,76.0,50.0,,,,27.0,83.0,84.0,78.0,49.0,45.0,81.0,9.0,87.0,78.0,59.0,78.0,81.0,93.0,86.0,89.0,87.0,0.02,3.0,,98.0,90.0,98.0,98.0,0.02,3.0,,87.0,90.0,99.0,87.0,91.0,90.0,87.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.00108108108108
H5593 ,Local CCP ,AETNA HEALTH OF IOWA INC. ,Aetna Medicare ,CVS Health Corporation ,69.0,71.0,71.0,40.0,67.0,100.0,94.0,,78.0,89.0,87.0,66.0,41.0,93.0,12.0,84.0,53.0,54.0,83.0,84.0,90.0,88.0,89.0,87.0,0.17,31.0,,97.0,100.0,100.0,97.0,0.17,31.0,,89.0,91.0,99.0,87.0,88.0,89.0,97.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,73.62410256410257
H5594 ,Local CCP ,"OPTIMUM HEALTHCARE, INC. ","Optimum HealthCare, Inc. ","Elevance Health, Inc. ",83.0,84.0,67.0,53.0,94.0,99.0,99.0,92.0,82.0,90.0,91.0,63.0,51.0,84.0,11.0,86.0,53.0,69.0,84.0,81.0,89.0,87.0,90.0,87.0,0.12,14.0,,99.0,99.0,100.0,98.0,0.12,14.0,,90.0,92.0,99.0,88.0,90.0,88.0,92.0,92.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,75.606
H5599 ,Local CCP ,NEW YORK QUALITY HEALTHCARE CORPORATION ,Wellcare by Fidelis Care ,Centene Corporation ,69.0,63.0,57.0,46.0,60.0,92.0,81.0,50.0,73.0,76.0,76.0,,,45.0,11.0,86.0,40.0,57.0,83.0,86.0,87.0,86.0,84.0,87.0,0.21,19.0,,96.0,79.0,98.0,100.0,0.21,19.0,,87.0,91.0,97.0,86.0,87.0,84.0,89.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9047619047619048,True,68.7742105263158
H5608 ,Local CCP ,"DENVER HEALTH MEDICAL PLAN, INC. ",Elevate Medicare Advantage ,Denver Health and Hospital Authority ,80.0,74.0,80.0,50.0,73.0,96.0,92.0,,73.0,82.0,74.0,67.0,54.0,60.0,11.0,94.0,72.0,41.0,79.0,77.0,90.0,87.0,85.0,88.0,0.06,16.0,,,,86.0,88.0,0.06,16.0,,89.0,91.0,97.0,91.0,91.0,89.0,89.0,93.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.67891891891891
H5619 ,Local CCP ,"ARCADIAN HEALTH PLAN, INC. ",Humana ,Humana Inc. ,73.0,73.0,66.0,46.0,78.0,95.0,97.0,41.0,78.0,85.0,72.0,58.0,46.0,85.0,11.0,86.0,67.0,57.0,81.0,85.0,89.0,87.0,87.0,86.0,0.17,22.0,,98.0,94.0,98.0,97.0,0.17,22.0,,89.0,90.0,84.0,85.0,88.0,88.0,81.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,71.2835
H5628 ,Local CCP ,"MOLINA HEALTHCARE OF UTAH, INC. ",Molina Healthcare of Utah & Idaho ,"Molina Healthcare, Inc. ",57.0,69.0,63.0,53.0,51.0,88.0,88.0,15.0,68.0,70.0,71.0,63.0,49.0,54.0,10.0,81.0,46.0,56.0,79.0,83.0,87.0,85.0,84.0,86.0,0.25,23.0,,100.0,93.0,100.0,100.0,0.25,23.0,,86.0,88.0,99.0,85.0,87.0,88.0,79.0,81.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,67.2125
H5644 ,Local CCP ,NETWORK HEALTH INSURANCE CORPORATION ,Network Health Medicare Advantage Plans ,"Network Health, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H5649 ,Local CCP ,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC. ",Central Health Medicare Plan ,"Molina Healthcare, Inc. ",70.0,75.0,75.0,53.0,53.0,92.0,95.0,69.0,78.0,84.0,78.0,61.0,39.0,70.0,10.0,85.0,46.0,53.0,73.0,79.0,84.0,83.0,83.0,83.0,0.16,27.0,,97.0,94.0,97.0,97.0,0.16,27.0,,85.0,83.0,99.0,85.0,87.0,84.0,67.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,69.73299999999999
H5652 ,Local CCP ,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",91.0,86.0,92.0,61.0,90.0,100.0,100.0,,87.0,89.0,86.0,69.0,49.0,80.0,10.0,,55.0,76.0,81.0,87.0,93.0,88.0,90.0,86.0,0.05,2.0,,100.0,95.0,98.0,100.0,0.05,2.0,,89.0,91.0,99.0,91.0,92.0,91.0,94.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9047619047619048,True,75.58157894736841
H5703 ,Local CCP ,SOUTH COUNTRY HEALTH ALLIANCE ,South Country Health Alliance ,South Country Health Alliance ,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,92.0,94.0,,,,,,99.0,91.0,88.0,94.0,89.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.21428571428571427,True,87.77777777777777
H5718 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF KENTUCKY INC ,Devoted Health ,"Devoted Health, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.0,False,
H5774 ,Local CCP ,"TRIPLE S ADVANTAGE, INC. ",Triple S Advantage ,Guidewell Mutual Holding Corporation ,88.0,90.0,57.0,58.0,92.0,100.0,100.0,85.0,97.0,93.0,93.0,68.0,54.0,88.0,11.0,89.0,61.0,49.0,76.0,82.0,90.0,89.0,91.0,86.0,0.19,17.0,,100.0,91.0,97.0,97.0,0.19,17.0,,91.0,89.0,98.0,91.0,92.0,86.0,95.0,92.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,76.0095
H5779 ,Local CCP ,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC. ",Wellcare ,Centene Corporation ,68.0,60.0,65.0,50.0,,,,,64.0,76.0,74.0,60.0,37.0,60.0,11.0,86.0,49.0,51.0,76.0,83.0,88.0,,84.0,,0.45,37.0,,83.0,100.0,98.0,100.0,0.45,37.0,,86.0,,99.0,86.0,86.0,85.0,90.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,67.23939393939395
H5793 ,Local CCP ,AETNA HEALTH INC. (CT) ,Aetna Medicare ,CVS Health Corporation ,73.0,72.0,70.0,52.0,67.0,100.0,90.0,45.0,76.0,88.0,79.0,60.0,42.0,90.0,13.0,89.0,53.0,56.0,80.0,81.0,90.0,87.0,88.0,86.0,0.22,14.0,,91.0,99.0,100.0,97.0,0.22,14.0,,88.0,90.0,99.0,89.0,91.0,90.0,88.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,71.611
H5810 ,Local CCP ,MOLINA HEALTHCARE OF CALIFORNIA ,Molina Healthcare of California ,"Molina Healthcare, Inc. ",64.0,65.0,,56.0,,,,,77.0,77.0,75.0,67.0,,40.0,9.0,84.0,31.0,48.0,,,,,,,0.52,14.0,,94.0,91.0,100.0,100.0,0.52,14.0,,,,99.0,86.0,86.0,85.0,72.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6190476190476191,True,62.386153846153846
H5823 ,Local CCP ,"MOLINA HEALTHCARE OF WASHINGTON, INC. ","Molina Healthcare of Washington, Inc. ","Molina Healthcare, Inc. ",56.0,67.0,62.0,47.0,49.0,85.0,85.0,21.0,56.0,80.0,75.0,63.0,50.0,53.0,11.0,86.0,47.0,54.0,76.0,80.0,87.0,83.0,79.0,84.0,0.32,16.0,,94.0,98.0,100.0,100.0,0.32,16.0,,84.0,86.0,99.0,87.0,87.0,88.0,76.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,66.291
H5826 ,Local CCP ,COMMUNITY HEALTH PLAN OF WASHINGTON ,Community Health Plan of WA Medicare Advantage ,Community Health Plan of Washington ,68.0,66.0,74.0,56.0,47.0,91.0,89.0,22.0,75.0,84.0,74.0,65.0,49.0,68.0,11.0,86.0,57.0,58.0,75.0,77.0,89.0,84.0,84.0,84.0,0.1,13.0,,84.0,85.0,91.0,95.0,0.1,13.0,,87.0,88.0,99.0,87.0,88.0,87.0,85.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,68.03
H5828 ,Local CCP ,"WELLPOINT TENNESSEE, INC. ",Wellpoint ,"Elevance Health, Inc. ",54.0,57.0,56.0,32.0,67.0,95.0,93.0,23.0,65.0,73.0,68.0,60.0,,74.0,12.0,85.0,47.0,51.0,82.0,85.0,90.0,85.0,85.0,87.0,0.51,26.0,,96.0,100.0,100.0,100.0,0.51,26.0,,88.0,89.0,98.0,81.0,84.0,84.0,88.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,68.48769230769231
H5843 ,Local CCP ,"BANNER HEALTH PLAN, INC. ",Banner Medicare Advantage ,Banner Health ,70.0,74.0,68.0,50.0,,,,,72.0,86.0,78.0,55.0,43.0,79.0,17.0,78.0,64.0,77.0,78.0,83.0,90.0,87.0,89.0,83.0,0.25,12.0,,96.0,92.0,95.0,100.0,0.25,12.0,,88.0,89.0,98.0,88.0,91.0,90.0,87.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,70.76388888888889
H5852 ,Local CCP ,AIDS HEALTHCARE FOUNDATION ,AHF ,AIDS Healthcare Foundation ,,72.0,88.0,63.0,66.0,94.0,86.0,,59.0,84.0,80.0,,,66.0,,,58.0,42.0,80.0,83.0,88.0,85.0,87.0,,,,,,,84.0,91.0,,,,91.0,92.0,97.0,86.0,89.0,88.0,79.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6428571428571429,True,80.14814814814815
H5854 ,Local CCP ,"ANTHEM HEALTH PLANS, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",70.0,72.0,72.0,54.0,59.0,99.0,95.0,31.0,74.0,85.0,79.0,65.0,45.0,82.0,12.0,87.0,60.0,58.0,81.0,81.0,89.0,88.0,87.0,86.0,0.15,18.0,,97.0,99.0,100.0,100.0,0.15,18.0,,87.0,87.0,98.0,87.0,89.0,88.0,88.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,71.33250000000001
H5859 ,Local CCP ,"HEALTH PLAN OF CAREOREGON, INC. ",CareOregon Advantage ,"CareOregon, Inc. ",60.0,67.0,64.0,47.0,63.0,96.0,96.0,17.0,73.0,84.0,75.0,59.0,47.0,96.0,12.0,87.0,85.0,66.0,75.0,75.0,87.0,85.0,87.0,,0.05,8.0,,96.0,96.0,95.0,92.0,0.05,8.0,,87.0,87.0,100.0,88.0,87.0,87.0,88.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,69.46410256410256
H5883 ,Local CCP ,BLUE CARE NETWORK OF MICHIGAN ,Blue Care Network ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,82.0,86.0,73.0,49.0,,,,46.0,83.0,91.0,78.0,54.0,49.0,76.0,9.0,86.0,60.0,61.0,82.0,84.0,90.0,87.0,88.0,87.0,0.07,5.0,,100.0,96.0,100.0,100.0,0.07,5.0,,87.0,91.0,99.0,86.0,91.0,90.0,90.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.0308108108108
H5900 ,Local CCP ,"WELLMARK ADVANTAGE HEALTH PLAN, INC. ",Wellmark Advantage Health Plan ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,,72.0,77.0,46.0,,,,,77.0,84.0,74.0,45.0,55.0,56.0,12.0,89.0,49.0,62.0,85.0,88.0,91.0,89.0,88.0,90.0,0.09,8.0,,92.0,85.0,100.0,100.0,0.09,8.0,,85.0,91.0,99.0,88.0,91.0,90.0,90.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8333333333333334,True,69.66228571428572
H5926 ,Local CCP ,"MOLINA HEALTHCARE OF MICHIGAN, INC. ",Molina Healthcare of Michigan ,"Molina Healthcare, Inc. ",69.0,76.0,60.0,48.0,51.0,92.0,92.0,13.0,74.0,77.0,71.0,67.0,,43.0,11.0,83.0,36.0,55.0,79.0,81.0,90.0,83.0,82.0,85.0,0.16,22.0,,96.0,97.0,100.0,100.0,0.16,22.0,,86.0,89.0,99.0,84.0,86.0,86.0,81.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,68.00820512820512
H5928 ,Local CCP ,California Physicians' Service ,Blue Shield of California ,California Physicians' Service ,75.0,70.0,76.0,57.0,,,,48.0,84.0,85.0,74.0,61.0,46.0,71.0,11.0,86.0,51.0,58.0,75.0,,88.0,,85.0,,0.12,16.0,,96.0,99.0,98.0,97.0,0.12,16.0,,86.0,,98.0,88.0,88.0,86.0,92.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,68.21939393939394
H5932 ,Local CCP ,"GATEWAY HEALTH PLAN, INC. ",Highmark Wholecare Medicare Assured ,Highmark Health ,66.0,73.0,69.0,44.0,36.0,90.0,88.0,41.0,74.0,81.0,80.0,64.0,46.0,73.0,11.0,86.0,64.0,54.0,83.0,85.0,91.0,89.0,90.0,87.0,0.12,11.0,,97.0,98.0,100.0,98.0,0.12,11.0,,90.0,91.0,98.0,89.0,89.0,89.0,78.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,69.78099999999999
